Date,Open,High,Low,Close,Adj Close,Volume
2018-11-26,8.460000,9.500000,8.460000,9.240000,9.240000,124400
2018-11-27,8.980000,9.600000,8.350000,9.260000,9.260000,107000
2018-11-28,9.350000,10.800000,8.980000,10.350000,10.350000,148000
2018-11-29,11.300000,11.880000,9.150000,9.270000,9.270000,177500
2018-11-30,9.300000,10.880000,9.300000,10.380000,10.380000,100300
2018-12-03,11.450000,12.240000,10.910000,11.250000,11.250000,105000
2018-12-04,11.350000,11.980000,11.250000,11.520000,11.520000,49800
2018-12-06,11.500000,14.490000,11.500000,14.190000,14.190000,139400
2018-12-07,14.300000,19.660000,13.050000,13.540000,13.540000,322200
2018-12-10,16.639999,16.770000,14.090000,16.770000,16.770000,193500
2018-12-11,17.770000,20.450001,16.990000,20.440001,20.440001,225600
2018-12-12,21.840000,25.000000,16.500000,22.030001,22.030001,334900
2018-12-13,22.950001,22.959999,17.209999,19.360001,19.360001,125600
2018-12-14,19.360001,19.600000,14.290000,17.000000,17.000000,206700
2018-12-17,16.900000,16.900000,10.070000,10.670000,10.670000,232400
2018-12-18,9.930000,10.790000,8.000000,8.680000,8.680000,268000
2018-12-19,8.700000,10.900000,8.000000,8.300000,8.300000,350100
2018-12-20,8.180000,10.020000,8.080000,9.550000,9.550000,305400
2018-12-21,9.350000,15.000000,9.350000,13.660000,13.660000,356300
2018-12-24,13.250000,13.370000,11.330000,11.920000,11.920000,84600
2018-12-26,11.920000,15.390000,11.920000,14.990000,14.990000,120000
2018-12-27,15.160000,19.209999,15.010000,16.990000,16.990000,206800
2018-12-28,17.330000,19.770000,16.990000,19.000000,19.000000,207600
2018-12-31,19.270000,19.389999,13.000000,15.730000,15.730000,155500
2019-01-02,16.129999,19.000000,16.129999,17.459999,17.459999,128100
2019-01-03,18.530001,18.549999,15.800000,17.370001,17.370001,92900
2019-01-04,17.580000,17.940001,16.299999,16.570000,16.570000,63600
2019-01-07,16.190001,18.200001,15.700000,17.570000,17.570000,142300
2019-01-08,17.549999,18.430000,17.270000,18.290001,18.290001,112000
2019-01-09,18.350000,18.500000,16.770000,18.059999,18.059999,90000
2019-01-10,17.600000,20.700001,17.600000,18.200001,18.200001,157300
2019-01-11,18.950001,18.950001,16.809999,16.809999,16.809999,50700
2019-01-14,17.080000,17.250000,14.500000,15.210000,15.210000,57700
2019-01-15,15.660000,16.330000,14.050000,14.370000,14.370000,49300
2019-01-16,14.000000,14.240000,11.570000,12.660000,12.660000,131800
2019-01-17,12.440000,12.660000,11.060000,12.560000,12.560000,74000
2019-01-18,12.650000,13.250000,11.590000,12.260000,12.260000,76800
2019-01-22,12.840000,12.960000,10.840000,11.010000,11.010000,62300
2019-01-23,11.500000,12.000000,10.800000,11.000000,11.000000,77300
2019-01-24,10.880000,11.360000,9.450000,10.790000,10.790000,51100
2019-01-25,10.870000,11.000000,9.220000,9.710000,9.710000,126000
2019-01-28,9.430000,9.440000,8.000000,8.390000,8.390000,132200
2019-01-29,8.390000,9.310000,7.990000,8.600000,8.600000,109200
2019-01-30,8.970000,9.070000,6.330000,6.750000,6.750000,298600
2019-01-31,7.150000,7.610000,6.750000,6.930000,6.930000,127500
2019-02-01,7.020000,7.460000,6.900000,7.150000,7.150000,119600
2019-02-04,7.150000,7.150000,6.530000,6.850000,6.850000,64600
2019-02-05,6.890000,6.890000,6.550000,6.660000,6.660000,45600
2019-02-06,6.670000,7.150000,6.670000,6.920000,6.920000,110400
2019-02-07,6.920000,7.480000,6.860000,7.000000,7.000000,103100
2019-02-08,6.990000,7.110000,5.100000,5.500000,5.500000,76000
2019-02-11,5.750000,6.430000,5.700000,5.700000,5.700000,72200
2019-02-12,5.670000,6.150000,5.670000,5.920000,5.920000,50900
2019-02-13,5.870000,6.150000,5.860000,6.150000,6.150000,17400
2019-02-14,6.290000,6.300000,5.820000,6.200000,6.200000,47300
2019-02-15,6.340000,8.000000,6.140000,6.800000,6.800000,136700
2019-02-19,7.250000,7.730000,7.000000,7.250000,7.250000,33400
2019-02-20,7.770000,7.770000,7.310000,7.490000,7.490000,30200
2019-02-21,7.420000,7.740000,7.300000,7.680000,7.680000,28500
2019-02-22,7.680000,7.940000,7.390000,7.890000,7.890000,46200
2019-02-25,7.990000,8.470000,7.950000,8.140000,8.140000,51000
2019-02-26,8.430000,8.600000,6.300000,6.300000,6.300000,194200
2019-02-27,6.370000,6.650000,6.250000,6.260000,6.260000,38500
2019-02-28,6.250000,6.380000,6.030000,6.220000,6.220000,27300
2019-03-01,6.310000,6.310000,5.260000,5.400000,5.400000,53900
2019-03-04,5.370000,5.900000,5.340000,5.600000,5.600000,78500
2019-03-05,5.670000,5.900000,5.560000,5.650000,5.650000,30200
2019-03-06,5.670000,6.230000,5.500000,6.070000,6.070000,56700
2019-03-07,6.210000,6.700000,6.170000,6.210000,6.210000,54900
2019-03-08,6.100000,6.280000,5.870000,6.070000,6.070000,29500
2019-03-11,6.050000,6.250000,6.050000,6.160000,6.160000,18300
2019-03-12,6.150000,6.150000,5.740000,5.800000,5.800000,18100
2019-03-13,5.820000,5.820000,5.610000,5.690000,5.690000,15900
2019-03-14,5.680000,5.750000,5.610000,5.650000,5.650000,9400
2019-03-15,5.610000,5.610000,5.400000,5.410000,5.410000,9600
2019-03-18,5.410000,6.130000,5.410000,5.700000,5.700000,52200
2019-03-19,5.740000,7.220000,5.740000,6.200000,6.200000,268200
2019-03-20,6.690000,6.950000,6.160000,6.550000,6.550000,50200
2019-03-21,6.390000,6.800000,6.210000,6.510000,6.510000,54200
2019-03-22,6.540000,7.000000,6.250000,7.000000,7.000000,76500
2019-03-25,6.950000,7.090000,6.260000,7.000000,7.000000,53500
2019-03-26,7.070000,7.450000,6.980000,7.170000,7.170000,57300
2019-03-27,7.500000,7.880000,7.130000,7.500000,7.500000,297400
2019-03-28,7.480000,7.550000,6.850000,7.200000,7.200000,73600
2019-03-29,7.040000,7.060000,6.160000,6.200000,6.200000,71800
2019-04-01,6.200000,6.200000,6.000000,6.000000,6.000000,42100
2019-04-02,6.000000,6.340000,6.000000,6.140000,6.140000,15100
2019-04-03,6.200000,6.700000,6.050000,6.130000,6.130000,28400
2019-04-04,6.440000,6.490000,5.900000,5.900000,5.900000,15700
2019-04-05,5.910000,5.970000,5.610000,5.700000,5.700000,39100
2019-04-08,5.640000,5.660000,5.390000,5.410000,5.410000,48000
2019-04-09,5.420000,5.540000,5.110000,5.220000,5.220000,76000
2019-04-10,5.510000,5.510000,4.760000,5.190000,5.190000,74800
2019-04-11,5.350000,5.350000,4.810000,4.910000,4.910000,83500
2019-04-12,4.670000,4.670000,3.800000,4.250000,4.250000,145900
2019-04-15,4.290000,4.680000,4.250000,4.260000,4.260000,25900
2019-04-16,4.270000,4.390000,4.050000,4.110000,4.110000,16200
2019-04-17,4.410000,4.410000,4.180000,4.200000,4.200000,14800
2019-04-18,4.180000,4.200000,3.910000,4.080000,4.080000,8800
2019-04-22,4.240000,4.240000,3.550000,3.830000,3.830000,54100
2019-04-23,3.910000,4.050000,3.760000,3.960000,3.960000,28700
2019-04-24,4.040000,5.500000,3.930000,4.590000,4.590000,276800
2019-04-25,4.520000,4.520000,3.830000,4.010000,4.010000,50900
2019-04-26,4.020000,4.250000,4.020000,4.220000,4.220000,12800
2019-04-29,4.420000,4.420000,4.060000,4.140000,4.140000,9700
2019-04-30,4.090000,4.090000,3.810000,3.930000,3.930000,17100
2019-05-01,4.050000,4.700000,3.940000,4.010000,4.010000,26100
2019-05-02,3.940000,3.990000,3.860000,3.910000,3.910000,8200
2019-05-03,3.910000,3.950000,3.760000,3.810000,3.810000,13800
2019-05-06,3.780000,3.780000,3.500000,3.510000,3.510000,35500
2019-05-07,3.550000,3.560000,3.250000,3.250000,3.250000,28300
2019-05-08,3.450000,3.830000,3.270000,3.410000,3.410000,51400
2019-05-09,3.500000,3.630000,3.230000,3.440000,3.440000,13200
2019-05-10,3.480000,3.520000,3.140000,3.200000,3.200000,47700
2019-05-13,3.340000,3.340000,2.610000,2.760000,2.760000,45700
2019-05-14,2.950000,3.100000,2.770000,2.900000,2.900000,27100
2019-05-15,3.090000,3.090000,2.820000,2.920000,2.920000,12200
2019-05-16,2.970000,3.180000,2.970000,3.030000,3.030000,16500
2019-05-17,3.060000,3.640000,3.060000,3.540000,3.540000,51900
2019-05-20,3.740000,3.740000,3.410000,3.650000,3.650000,40000
2019-05-21,3.640000,3.770000,3.530000,3.710000,3.710000,20900
2019-05-22,3.800000,3.800000,3.630000,3.710000,3.710000,20000
2019-05-23,3.560000,3.560000,3.200000,3.210000,3.210000,20200
2019-05-24,3.210000,3.440000,3.210000,3.440000,3.440000,7900
2019-05-28,3.480000,3.550000,3.480000,3.500000,3.500000,6200
2019-05-29,3.490000,3.490000,3.120000,3.160000,3.160000,15300
2019-05-30,3.200000,3.470000,3.200000,3.250000,3.250000,40900
2019-05-31,3.440000,3.440000,3.010000,3.030000,3.030000,23100
2019-06-03,3.150000,3.150000,2.820000,2.820000,2.820000,12100
2019-06-04,3.060000,3.060000,2.890000,3.000000,3.000000,31700
2019-06-05,3.000000,3.000000,2.820000,3.000000,3.000000,10300
2019-06-06,2.980000,2.980000,2.820000,2.900000,2.900000,10400
2019-06-07,2.990000,2.990000,2.800000,2.970000,2.970000,5700
2019-06-10,2.940000,3.100000,2.800000,2.970000,2.970000,18400
2019-06-11,2.940000,3.150000,2.840000,2.990000,2.990000,78700
2019-06-12,2.920000,3.090000,2.820000,3.020000,3.020000,96700
2019-06-13,3.020000,3.020000,2.840000,2.860000,2.860000,13200
2019-06-14,2.850000,2.900000,2.510000,2.590000,2.590000,26600
2019-06-17,2.640000,2.750000,2.570000,2.750000,2.750000,7400
2019-06-18,2.770000,2.880000,2.650000,2.840000,2.840000,146300
2019-06-19,2.720000,2.850000,2.680000,2.680000,2.680000,5900
2019-06-20,2.660000,2.740000,2.600000,2.670000,2.670000,28300
2019-06-21,2.600000,2.740000,2.540000,2.540000,2.540000,15900
2019-06-24,2.510000,2.510000,2.200000,2.210000,2.210000,28700
2019-06-25,2.380000,2.380000,2.310000,2.350000,2.350000,2800
2019-06-26,2.340000,2.400000,2.300000,2.400000,2.400000,4800
2019-06-27,2.470000,2.470000,2.370000,2.390000,2.390000,2300
2019-06-28,2.310000,2.400000,2.310000,2.370000,2.370000,5100
2019-07-01,2.310000,2.470000,2.310000,2.420000,2.420000,7600
2019-07-02,2.500000,2.560000,2.460000,2.560000,2.560000,22100
2019-07-03,2.560000,2.900000,2.500000,2.900000,2.900000,14500
2019-07-05,2.850000,2.850000,2.610000,2.670000,2.670000,11100
2019-07-08,2.670000,2.670000,2.490000,2.650000,2.650000,9300
2019-07-09,2.550000,2.660000,2.500000,2.510000,2.510000,11500
2019-07-10,2.800000,2.800000,2.510000,2.590000,2.590000,14700
2019-07-11,2.520000,2.520000,2.350000,2.500000,2.500000,22900
2019-07-12,2.450000,4.000000,2.400000,2.770000,2.770000,259000
2019-07-15,2.550000,2.910000,2.530000,2.620000,2.620000,39900
2019-07-16,2.800000,2.800000,2.550000,2.630000,2.630000,19700
2019-07-17,2.640000,2.680000,2.400000,2.460000,2.460000,18300
2019-07-18,2.350000,2.790000,2.140000,2.550000,2.550000,61100
2019-07-19,2.660000,2.700000,2.420000,2.430000,2.430000,12400
2019-07-22,2.430000,2.430000,2.270000,2.360000,2.360000,24800
2019-07-23,2.290000,2.650000,2.290000,2.360000,2.360000,59000
2019-07-24,2.460000,2.600000,2.400000,2.430000,2.430000,56000
2019-07-25,2.400000,2.480000,2.330000,2.480000,2.480000,21400
2019-07-26,2.310000,2.530000,2.310000,2.460000,2.460000,8000
2019-07-29,2.480000,2.570000,2.380000,2.500000,2.500000,16100
2019-07-30,2.500000,2.710000,2.460000,2.650000,2.650000,43000
2019-07-31,2.670000,3.070000,2.250000,2.310000,2.310000,68400
2019-08-01,2.250000,2.520000,2.250000,2.340000,2.340000,16800
2019-08-02,2.300000,2.570000,2.300000,2.320000,2.320000,12800
2019-08-05,2.290000,2.290000,2.150000,2.250000,2.250000,12700
2019-08-06,2.210000,2.290000,2.150000,2.180000,2.180000,7200
2019-08-07,2.160000,2.300000,2.130000,2.260000,2.260000,42600
2019-08-08,2.280000,2.390000,2.170000,2.300000,2.300000,20100
2019-08-09,2.310000,2.350000,2.150000,2.180000,2.180000,8000
2019-08-12,2.200000,2.280000,2.180000,2.250000,2.250000,7800
2019-08-13,2.340000,2.340000,2.160000,2.160000,2.160000,20300
2019-08-14,2.220000,2.230000,2.160000,2.180000,2.180000,15500
2019-08-15,2.180000,2.180000,2.060000,2.140000,2.140000,3100
2019-08-16,2.220000,2.310000,2.140000,2.140000,2.140000,10600
2019-08-19,2.180000,2.180000,2.070000,2.120000,2.120000,9700
2019-08-20,2.150000,2.180000,2.070000,2.130000,2.130000,16900
2019-08-21,2.080000,2.240000,2.060000,2.140000,2.140000,44100
2019-08-22,2.140000,2.280000,2.090000,2.100000,2.100000,35100
2019-08-23,2.150000,2.350000,2.050000,2.080000,2.080000,86700
2019-08-26,2.070000,2.250000,2.070000,2.140000,2.140000,38900
2019-08-27,2.170000,2.400000,2.160000,2.210000,2.210000,76500
2019-08-28,2.210000,2.240000,2.130000,2.150000,2.150000,11600
2019-08-29,2.150000,2.450000,2.140000,2.450000,2.450000,55200
2019-08-30,2.380000,2.380000,2.150000,2.150000,2.150000,42000
2019-09-03,2.140000,2.200000,1.770000,1.810000,1.810000,79400
2019-09-04,1.930000,1.930000,1.610000,1.610000,1.610000,24600
2019-09-05,1.610000,1.610000,1.400000,1.460000,1.460000,43600
2019-09-06,1.540000,1.560000,1.420000,1.450000,1.450000,14000
2019-09-09,1.430000,1.440000,1.200000,1.420000,1.420000,4800
2019-09-10,1.420000,1.710000,1.400000,1.570000,1.570000,93000
2019-09-11,1.580000,1.580000,1.510000,1.560000,1.560000,16500
2019-09-12,1.570000,1.750000,1.400000,1.650000,1.650000,202600
2019-09-13,1.660000,1.660000,1.530000,1.530000,1.530000,15300
2019-09-16,1.550000,1.700000,1.500000,1.550000,1.550000,16700
2019-09-17,1.540000,1.550000,1.480000,1.540000,1.540000,7000
2019-09-18,1.540000,1.540000,1.450000,1.460000,1.460000,14800
2019-09-19,1.520000,1.520000,1.300000,1.340000,1.340000,27600
2019-09-20,1.320000,1.380000,1.270000,1.330000,1.330000,15400
2019-09-23,1.380000,1.380000,1.330000,1.330000,1.330000,6700
2019-09-24,1.350000,1.350000,1.270000,1.320000,1.320000,8300
2019-09-25,1.370000,1.370000,1.300000,1.300000,1.300000,5500
2019-09-26,1.300000,1.300000,1.200000,1.240000,1.240000,8800
2019-09-27,1.230000,1.280000,1.130000,1.150000,1.150000,48500
2019-09-30,1.150000,1.150000,1.030000,1.090000,1.090000,11500
2019-10-01,1.090000,1.220000,1.080000,1.110000,1.110000,18200
2019-10-02,1.120000,1.120000,1.060000,1.090000,1.090000,15000
2019-10-03,1.100000,1.100000,1.060000,1.070000,1.070000,9100
2019-10-04,1.100000,1.100000,1.070000,1.080000,1.080000,3700
2019-10-07,1.080000,1.100000,1.050000,1.050000,1.050000,11100
2019-10-08,1.100000,1.100000,1.050000,1.090000,1.090000,6400
2019-10-09,1.090000,1.090000,1.060000,1.070000,1.070000,6100
2019-10-10,1.100000,1.310000,1.100000,1.230000,1.230000,81700
2019-10-11,1.380000,1.490000,1.250000,1.480000,1.480000,53800
2019-10-14,1.550000,9.790000,1.510000,9.000000,9.000000,27360400
