Adj Close
0.189248
0.193033
0.191141
0.187356
0.187829
0.188302
0.188302
0.190194
0.195399
0.191614
0.190194
0.190668
0.191614
0.200603
0.20013
0.200603
0.201549
0.20628
0.205334
0.20628
0.208173
0.212431
0.2077
0.209592
0.207683
0.207683
0.207683
0.20816
0.211979
0.208637
0.21007
0.211502
0.212934
0.210547
0.209592
0.208637
0.20625
0.199566
0.200521
0.202908
0.204818
0.202431
0.200521
0.200044
0.193359
0.192882
0.196702
0.195747
0.197179
0.196702
0.196702
0.193837
0.193359
0.190018
0.18954
0.18954
0.192405
0.192405
0.191927
0.193359
0.193837
0.194792
0.19145
0.191927
0.188108
0.183334
0.185243
0.183811
0.180469
0.179514
0.184766
0.179037
0.181901
0.179037
0.178559
0.180469
0.184766
0.188585
0.188108
0.185721
0.178559
0.177127
0.171875
0.179514
0.181424
0.180469
0.179514
0.180469
0.174678
0.173231
0.173231
0.170818
0.170335
0.176126
0.174196
0.173713
0.173713
0.170818
0.166958
0.162132
0.155859
0.153929
0.138971
0.15779
0.166958
0.167923
0.155377
0.16358
0.166958
0.163097
0.16358
0.160202
0.156342
0.152482
0.147174
0.157307
0.158272
0.157307
0.15779
0.152964
0.145726
0.148139
0.148139
0.149586
0.154895
0.157307
0.158755
0.16165
0.16165
0.155859
0.155859
0.15972
0.160685
0.159237
0.15972
0.155859
0.151999
0.151034
0.151517
0.154895
0.153447
0.151999
0.151999
0.151999
0.152964
0.156342
0.158272
0.158272
0.158272
0.158272
0.150069
0.148139
0.151999
0.150069
0.149104
0.152037
0.156926
0.157903
0.164259
0.170125
0.164748
0.16817
0.16817
0.165725
0.164259
0.161814
0.158392
0.158881
0.155459
0.158392
0.15497
0.155459
0.155948
0.155459
0.155948
0.160837
0.159859
0.159859
0.160837
0.15937
0.156437
0.157414
0.154481
0.152526
0.147637
0.149593
0.149104
0.149104
0.148615
0.143237
0.146171
0.144704
0.148615
0.153015
0.154481
0.153992
0.152526
0.15057
0.150082
0.152037
0.151059
0.15057
0.147148
0.144704
0.145682
0.146171
0.152037
0.149593
0.147148
0.146659
0.148615
0.149593
0.15057
0.153015
0.151529
0.150539
0.159452
0.16589
0.162423
0.159452
0.165394
0.169356
0.165394
0.16589
0.163414
0.163909
0.16589
0.154995
0.15252
0.153015
0.154995
0.154005
0.153015
0.154995
0.156976
0.155491
0.1545
0.15252
0.15252
0.153015
0.151529
0.152024
0.147567
0.145587
0.146082
